modelo_final,mae,rmse,mape_pct,max_abs_error,test_start,test_end,test_n
"SARIMA(1,1,3)(0,1,1,12)",1.4546315846964457,1.7777294912799424,1.354699467040519,3.4491831255248258,2024-04-01,2026-03-01,24
